from_airport,from_city,from_country,from_long,from_lat,to_airport,to_city,to_country,to_long,to_lat,airline,airline_country,distance
Nome,Nome,United States,-165.076,64.853,Unalakleet Airport,Unalakleet,United States,-160.665,64.48,Bering Air,United States,213
Nome,Nome,United States,-165.076,64.853,Stebbins Airport,Stebbins,United States,-161.797,63.859,Bering Air,United States,192
Nome,Nome,United States,-165.076,64.853,White Mountain Airport,White Mountain,United States,-163.022,65.148,Bering Air,United States,101
Robert Curtis Memorial Airport,Noorvik,United States,-160.371,67.362,Bob Baker Memorial Airport,Kiana,United States,-160.062,67.626,Bering Air,United States,32
Robert Curtis Memorial Airport,Noorvik,United States,-160.371,67.362,Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Bering Air,United States,84
Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Ambler Airport,Ambler,United States,-157.763,67.177,Bering Air,United States,198
Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Buckland Airport,Buckland,United States,-160.582,66.636,Bering Air,United States,120
Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Bob Baker Memorial Airport,Kiana,United States,-160.062,67.626,Bering Air,United States,97
Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Kivalina Airport,Kivalina,United States,-164.272,68.227,Bering Air,United States,116
Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Nome,Nome,United States,-165.076,64.853,Bering Air,United States,316
Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Robert Curtis Memorial Airport,Noorvik,United States,-160.371,67.362,Bering Air,United States,84
Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Point Hope Airport,Point Hope,United States,-166.665,68.581,Bering Air,United States,218
Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Shungnak Airport,Shungnak,United States,-156.605,67.48,Bering Air,United States,243
Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Selawik Airport,Selawik,United States,-159.977,67,Bering Air,United States,114
Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Noatak Airport,Noatak,United States,-162.959,67.943,Bering Air,United States,58
Point Hope Airport,Point Hope,United States,-166.665,68.581,Cape Lisburne Lrrs,Cape Lisburne,United States,-165.517,69.458,Bering Air,United States,107
Point Hope Airport,Point Hope,United States,-166.665,68.581,Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Bering Air,United States,218
Shungnak Airport,Shungnak,United States,-156.605,67.48,Kobuk Airport,Kobuk,United States,-156.829,67.52,Bering Air,United States,10
Shishmaref Airport,Shishmaref,United States,-165.482,66.416,Nome,Nome,United States,-165.076,64.853,Bering Air,United States,174
Shaktoolik Airport,Shaktoolik,United States,-160.707,64.618,Koyuk Alfred Adams Airport,Koyuk,United States,-160.591,65.565,Bering Air,United States,105
Shaktoolik Airport,Shaktoolik,United States,-160.707,64.618,Nome,Nome,United States,-165.076,64.853,Bering Air,United States,208
Shaktoolik Airport,Shaktoolik,United States,-160.707,64.618,Unalakleet Airport,Unalakleet,United States,-160.665,64.48,Bering Air,United States,15
St. Michael Airport,St. Michael,United States,-161.518,63.816,Unalakleet Airport,Unalakleet,United States,-160.665,64.48,Bering Air,United States,84
St. Michael Airport,St. Michael,United States,-161.518,63.816,Stebbins Airport,Stebbins,United States,-161.797,63.859,Bering Air,United States,14
Savoonga Airport,Savoonga,United States,-170.155,64.144,Gambell Airport,Gambell,United States,-171.555,64.278,Bering Air,United States,69
Savoonga Airport,Savoonga,United States,-170.155,64.144,Nome,Nome,United States,-165.076,64.853,Bering Air,United States,255
Teller Airport,Teller,United States,-165.9,65.4,Brevig Mission Airport,Brevig Mission,United States,-166.11,65.552,Bering Air,United States,19
Tin City LRRS Airport,Tin City,United States,-167.87,65.938,Wales Airport,Wales,United States,-167.492,66.037,Bering Air,United States,20
Unalakleet Airport,Unalakleet,United States,-160.665,64.48,Nome,Nome,United States,-165.076,64.853,Bering Air,United States,213
Unalakleet Airport,Unalakleet,United States,-160.665,64.48,Shaktoolik Airport,Shaktoolik,United States,-160.707,64.618,Bering Air,United States,15
Unalakleet Airport,Unalakleet,United States,-160.665,64.48,St. Michael Airport,St. Michael,United States,-161.518,63.816,Bering Air,United States,84
Wales Airport,Wales,United States,-167.492,66.037,Nome,Nome,United States,-165.076,64.853,Bering Air,United States,172
Wales Airport,Wales,United States,-167.492,66.037,Shishmaref Airport,Shishmaref,United States,-165.482,66.416,Bering Air,United States,99
Stebbins Airport,Stebbins,United States,-161.797,63.859,Nome,Nome,United States,-165.076,64.853,Bering Air,United States,192
Stebbins Airport,Stebbins,United States,-161.797,63.859,St. Michael Airport,St. Michael,United States,-161.518,63.816,Bering Air,United States,14
Stebbins Airport,Stebbins,United States,-161.797,63.859,Unalakleet Airport,Unalakleet,United States,-160.665,64.48,Bering Air,United States,88
Selawik Airport,Selawik,United States,-159.977,67,Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Bering Air,United States,114
White Mountain Airport,White Mountain,United States,-163.022,65.148,Golovin Airport,Golovin,United States,-162.346,64.917,Bering Air,United States,40
White Mountain Airport,White Mountain,United States,-163.022,65.148,Nome,Nome,United States,-165.076,64.853,Bering Air,United States,101
Noatak Airport,Noatak,United States,-162.959,67.943,Kivalina Airport,Kivalina,United States,-164.272,68.227,Bering Air,United States,62
Noatak Airport,Noatak,United States,-162.959,67.943,Ralph Wien Mem,Kotzebue,United States,-162.331,67.474,Bering Air,United States,58
Lisboa,Lisbon,Portugal,-8.56,39.302,Sao Tome Intl,Sao Tome,Sao Tome and Principe,7.186,0.63,STP Airways,Sao Tome and Principe,4588
Sao Tome Intl,Sao Tome,Sao Tome and Principe,7.186,0.63,Lisboa,Lisbon,Portugal,-8.56,39.302,STP Airways,Sao Tome and Principe,4588
Inezgane,Agadir,Morocco,-9.244,30.635,Saint Exupery,Lyon,France,5.151,46.21,Jet4You,Morocco,2130
Inezgane,Agadir,Morocco,-9.244,30.635,Provence,Marseille,France,5.356,43.725,Jet4You,Morocco,1941
Inezgane,Agadir,Morocco,-9.244,30.635,Nantes Atlantique,Nantes,France,-1.352,47.255,Jet4You,Morocco,1967
Inezgane,Agadir,Morocco,-9.244,30.635,Orly,Paris,France,2.599,49.208,Jet4You,Morocco,2292
Inezgane,Agadir,Morocco,-9.244,30.635,Blagnac,Toulouse,France,1.606,44.048,Jet4You,Morocco,1769
Barcelona,Barcelona,Spain,2.13,41.495,El Aroui Airport,El Aroui Airport,Morocco,-2.381,35.648,Jet4You,Morocco,759
Barcelona,Barcelona,Spain,2.13,41.495,Ibn Batouta,Tanger,Morocco,-5.862,36.211,Jet4You,Morocco,907
Guipavas,Brest,France,-4.031,48.746,Menara,Marrakech,Morocco,-7.394,32.011,Jet4You,Morocco,1882
Bologna,Bologna,Italy,11.481,44.892,Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Jet4You,Morocco,2039
Merignac,Bordeaux,France,-0.526,45.38,Inezgane,Agadir,Morocco,-9.244,30.635,Jet4You,Morocco,1806
Merignac,Bordeaux,France,-0.526,45.38,Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Jet4You,Morocco,1431
Merignac,Bordeaux,France,-0.526,45.38,Menara,Marrakech,Morocco,-7.394,32.011,Jet4You,Morocco,1600
Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Bologna,Bologna,Italy,11.481,44.892,Jet4You,Morocco,2039
Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Merignac,Bordeaux,France,-0.526,45.38,Jet4You,Morocco,1431
Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Brussels South,Charleroi,Belgium,4.756,50.765,Jet4You,Morocco,2144
Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Saint Exupery,Lyon,France,5.151,46.21,Jet4You,Morocco,1754
Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Provence,Marseille,France,5.356,43.725,Jet4You,Morocco,1569
Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Malpensa,Milano,Italy,9.213,46.051,Jet4You,Morocco,1968
Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Orly,Paris,France,2.599,49.208,Jet4You,Morocco,1917
Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Blagnac,Toulouse,France,1.606,44.048,Jet4You,Morocco,1392
Brussels South,Charleroi,Belgium,4.756,50.765,Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Jet4You,Morocco,2144
St Gatien,Deauville,France,0.257,49.608,Guipavas,Brest,France,-4.031,48.746,Jet4You,Morocco,326
Metz Nancy Lorraine,Metz,France,6.418,49.636,Lesquin,Lille,France,3.149,50.936,Jet4You,Morocco,273
Lesquin,Lille,France,3.149,50.936,Menara,Marrakech,Morocco,-7.394,32.011,Jet4You,Morocco,2274
Saint Exupery,Lyon,France,5.151,46.21,Inezgane,Agadir,Morocco,-9.244,30.635,Jet4You,Morocco,2130
Saint Exupery,Lyon,France,5.151,46.21,Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Jet4You,Morocco,1754
Saint Exupery,Lyon,France,5.151,46.21,Menara,Marrakech,Morocco,-7.394,32.011,Jet4You,Morocco,1909
Provence,Marseille,France,5.356,43.725,Inezgane,Agadir,Morocco,-9.244,30.635,Jet4You,Morocco,1941
Provence,Marseille,France,5.356,43.725,Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Jet4You,Morocco,1569
Provence,Marseille,France,5.356,43.725,Menara,Marrakech,Morocco,-7.394,32.011,Jet4You,Morocco,1713
Malpensa,Milano,Italy,9.213,46.051,Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Jet4You,Morocco,1968
El Aroui Airport,El Aroui Airport,Morocco,-2.381,35.648,Barcelona,Barcelona,Spain,2.13,41.495,Jet4You,Morocco,759
Nantes Atlantique,Nantes,France,-1.352,47.255,Merignac,Bordeaux,France,-0.526,45.38,Jet4You,Morocco,217
Orly,Paris,France,2.599,49.208,Inezgane,Agadir,Morocco,-9.244,30.635,Jet4You,Morocco,2292
Orly,Paris,France,2.599,49.208,Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Jet4You,Morocco,1917
Orly,Paris,France,2.599,49.208,Angads,Oujda,Morocco,-1.874,35.311,Jet4You,Morocco,1587
Orly,Paris,France,2.599,49.208,Menara,Marrakech,Morocco,-7.394,32.011,Jet4You,Morocco,2085
Orly,Paris,France,2.599,49.208,Sale,Rabat,Morocco,-6.586,34.085,Jet4You,Morocco,1843
Angads,Oujda,Morocco,-1.874,35.311,Orly,Paris,France,2.599,49.208,Jet4You,Morocco,1587
Menara,Marrakech,Morocco,-7.394,32.011,Merignac,Bordeaux,France,-0.526,45.38,Jet4You,Morocco,1600
Menara,Marrakech,Morocco,-7.394,32.011,St Gatien,Deauville,France,0.257,49.608,Jet4You,Morocco,2057
Menara,Marrakech,Morocco,-7.394,32.011,Metz Nancy Lorraine,Metz,France,6.418,49.636,Jet4You,Morocco,2270
Menara,Marrakech,Morocco,-7.394,32.011,Saint Exupery,Lyon,France,5.151,46.21,Jet4You,Morocco,1909
Menara,Marrakech,Morocco,-7.394,32.011,Provence,Marseille,France,5.356,43.725,Jet4You,Morocco,1713
Menara,Marrakech,Morocco,-7.394,32.011,Orly,Paris,France,2.599,49.208,Jet4You,Morocco,2085
Menara,Marrakech,Morocco,-7.394,32.011,Blagnac,Toulouse,France,1.606,44.048,Jet4You,Morocco,1551
Sale,Rabat,Morocco,-6.586,34.085,Orly,Paris,France,2.599,49.208,Jet4You,Morocco,1843
Blagnac,Toulouse,France,1.606,44.048,Inezgane,Agadir,Morocco,-9.244,30.635,Jet4You,Morocco,1769
Blagnac,Toulouse,France,1.606,44.048,Mohammed V Intl,Casablanca,Morocco,-7.317,33.612,Jet4You,Morocco,1392
Blagnac,Toulouse,France,1.606,44.048,Menara,Marrakech,Morocco,-7.394,32.011,Jet4You,Morocco,1551
Ibn Batouta,Tanger,Morocco,-5.862,36.211,Barcelona,Barcelona,Spain,2.13,41.495,Jet4You,Morocco,907
Xinzheng,Zhengzhou,China,114.401,34.866,Taiping,Harbin,China,126.417,46.039,Cargo Plus Aviation,United Arab Emirates,1601
Xinzheng,Zhengzhou,China,114.401,34.866,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,1480
Xinzheng,Zhengzhou,China,114.401,34.866,Shenyang Taoxian International Airport,Shenyang,China,123.483,41.637,Cargo Plus Aviation,United Arab Emirates,1092
Jiangbei,Chongqing,China,107.069,30.198,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,629
Jiangbei,Chongqing,China,107.069,30.198,Lijiang Airport,Lijiang,China,100.388,27.472,Cargo Plus Aviation,United Arab Emirates,717
Jiangbei,Chongqing,China,107.069,30.198,Xuzhou Guanyin Airport,Xuzhou,China,117.183,34.266,Cargo Plus Aviation,United Arab Emirates,1052
Huanghua,Changcha,China,113.366,28.315,Changle,Fuzhou,China,120.105,26.558,Cargo Plus Aviation,United Arab Emirates,693
Huanghua,Changcha,China,113.366,28.315,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,1045
Huanghua,Changcha,China,113.366,28.315,Lishe,Ninbo,China,121.769,30.377,Cargo Plus Aviation,United Arab Emirates,845
Shuangliu,Chengdu,China,104.578,30.964,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,604
Shuangliu,Chengdu,China,104.578,30.964,Tengchong Tuofeng Airport,Tengchong,China,98.805,25.564,Cargo Plus Aviation,United Arab Emirates,824
Shuangliu,Chengdu,China,104.578,30.964,Binhai,Tianjin,China,117.576,39.207,Cargo Plus Aviation,United Arab Emirates,1493
Diqing Airport,Shangri-La,China,100.128,28.322,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,427
Zhoushuizi,Dalian,China,121.897,39.609,Tianhe,Wuhan,China,114.346,31.306,Cargo Plus Aviation,United Arab Emirates,1147
Dali,Dali,China,100.532,26.082,Jinghong,Jinghong,China,101.266,22.623,Cargo Plus Aviation,United Arab Emirates,391
Dali,Dali,China,100.532,26.082,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,274
Changle,Fuzhou,China,120.105,26.558,Huanghua,Changcha,China,113.366,28.315,Cargo Plus Aviation,United Arab Emirates,693
Meilan,Haikou,China,110.764,20.558,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,955
Baita Airport,Huhhot,China,112.373,41.419,Wusu,Taiyuan,China,113.047,38.244,Cargo Plus Aviation,United Arab Emirates,357
Luogang,Hefei,China,117.497,32.3,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,1569
Taiping,Harbin,China,126.417,46.039,Xinzheng,Zhengzhou,China,114.401,34.866,Cargo Plus Aviation,United Arab Emirates,1601
Jinghong,Jinghong,China,101.266,22.623,Dali,Dali,China,100.532,26.082,Cargo Plus Aviation,United Arab Emirates,391
Jinghong,Jinghong,China,101.266,22.623,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,391
Jinghong,Jinghong,China,101.266,22.623,Lijiang Airport,Lijiang,China,100.388,27.472,Cargo Plus Aviation,United Arab Emirates,546
Changbei Intl,Nanchang,China,116.5,29.441,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,1372
Wujiaba,Kunming,China,103.239,25.653,Xinzheng,Zhengzhou,China,114.401,34.866,Cargo Plus Aviation,United Arab Emirates,1480
Wujiaba,Kunming,China,103.239,25.653,Jiangbei,Chongqing,China,107.069,30.198,Cargo Plus Aviation,United Arab Emirates,629
Wujiaba,Kunming,China,103.239,25.653,Huanghua,Changcha,China,113.366,28.315,Cargo Plus Aviation,United Arab Emirates,1045
Wujiaba,Kunming,China,103.239,25.653,Shuangliu,Chengdu,China,104.578,30.964,Cargo Plus Aviation,United Arab Emirates,604
Wujiaba,Kunming,China,103.239,25.653,Diqing Airport,Shangri-La,China,100.128,28.322,Cargo Plus Aviation,United Arab Emirates,427
Wujiaba,Kunming,China,103.239,25.653,Dali,Dali,China,100.532,26.082,Cargo Plus Aviation,United Arab Emirates,274
Wujiaba,Kunming,China,103.239,25.653,Meilan,Haikou,China,110.764,20.558,Cargo Plus Aviation,United Arab Emirates,955
Wujiaba,Kunming,China,103.239,25.653,Luogang,Hefei,China,117.497,32.3,Cargo Plus Aviation,United Arab Emirates,1569
Wujiaba,Kunming,China,103.239,25.653,Jinghong,Jinghong,China,101.266,22.623,Cargo Plus Aviation,United Arab Emirates,391
Wujiaba,Kunming,China,103.239,25.653,Changbei Intl,Nanchang,China,116.5,29.441,Cargo Plus Aviation,United Arab Emirates,1372
Wujiaba,Kunming,China,103.239,25.653,Longdongbao,Guiyang,China,107.334,26.897,Cargo Plus Aviation,United Arab Emirates,431
Wujiaba,Kunming,China,103.239,25.653,Lanzhou Airport,Lanzhou,China,104.028,36.195,Cargo Plus Aviation,United Arab Emirates,1174
Wujiaba,Kunming,China,103.239,25.653,Lijiang Airport,Lijiang,China,100.388,27.472,Cargo Plus Aviation,United Arab Emirates,348
Wujiaba,Kunming,China,103.239,25.653,Mangshi Airport,Luxi,China,98.886,24.668,Cargo Plus Aviation,United Arab Emirates,451
Wujiaba,Kunming,China,103.239,25.653,Shijiazhuang Daguocun International Airport,Shijiazhuang,China,115.162,38.467,Cargo Plus Aviation,United Arab Emirates,1811
Wujiaba,Kunming,China,103.239,25.653,Phoenix International,Sanya,China,109.687,18.504,Cargo Plus Aviation,United Arab Emirates,1035
Wujiaba,Kunming,China,103.239,25.653,Tengchong Tuofeng Airport,Tengchong,China,98.805,25.564,Cargo Plus Aviation,United Arab Emirates,444
Wujiaba,Kunming,China,103.239,25.653,Jinan,Jinan,China,117.359,37.428,Cargo Plus Aviation,United Arab Emirates,1867
Wujiaba,Kunming,China,103.239,25.653,Wusu,Taiyuan,China,113.047,38.244,Cargo Plus Aviation,United Arab Emirates,1675
Wujiaba,Kunming,China,103.239,25.653,Wenzhou Yongqiang Airport,Wenzhou,China,121.42,28.52,Cargo Plus Aviation,United Arab Emirates,1825
Wujiaba,Kunming,China,103.239,25.653,Tianhe,Wuhan,China,114.346,31.306,Cargo Plus Aviation,United Arab Emirates,1253
Wujiaba,Kunming,China,103.239,25.653,Xianyang,Xi'an,China,109.252,34.745,Cargo Plus Aviation,United Arab Emirates,1163
Wujiaba,Kunming,China,103.239,25.653,Yichang Airport,Yichang,China,111.735,31.118,Cargo Plus Aviation,United Arab Emirates,1028
Longdongbao,Guiyang,China,107.334,26.897,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,431
Longdongbao,Guiyang,China,107.334,26.897,Lukou,Nanjing,China,119.436,32.236,Cargo Plus Aviation,United Arab Emirates,1311
Lanzhou Airport,Lanzhou,China,104.028,36.195,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,1174
Lanzhou Airport,Lanzhou,China,104.028,36.195,Diwopu,Urumqi,China,87.79,44.511,Cargo Plus Aviation,United Arab Emirates,1653
Lijiang Airport,Lijiang,China,100.388,27.472,Jiangbei,Chongqing,China,107.069,30.198,Cargo Plus Aviation,United Arab Emirates,717
Lijiang Airport,Lijiang,China,100.388,27.472,Jinghong,Jinghong,China,101.266,22.623,Cargo Plus Aviation,United Arab Emirates,546
Lijiang Airport,Lijiang,China,100.388,27.472,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,348
Mangshi Airport,Luxi,China,98.886,24.668,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,451
Mangshi Airport,Luxi,China,98.886,24.668,Capital Intl,Beijing,China,116.974,40.133,Cargo Plus Aviation,United Arab Emirates,2407
Lishe,Ninbo,China,121.769,30.377,Huanghua,Changcha,China,113.366,28.315,Cargo Plus Aviation,United Arab Emirates,845
Lukou,Nanjing,China,119.436,32.236,Longdongbao,Guiyang,China,107.334,26.897,Cargo Plus Aviation,United Arab Emirates,1311
Lukou,Nanjing,China,119.436,32.236,Tianhe,Wuhan,China,114.346,31.306,Cargo Plus Aviation,United Arab Emirates,492
Lukou,Nanjing,China,119.436,32.236,Yichang Airport,Yichang,China,111.735,31.118,Cargo Plus Aviation,United Arab Emirates,739
Capital Intl,Beijing,China,116.974,40.133,Mangshi Airport,Luxi,China,98.886,24.668,Cargo Plus Aviation,United Arab Emirates,2407
Shenyang Taoxian International Airport,Shenyang,China,123.483,41.637,Xinzheng,Zhengzhou,China,114.401,34.866,Cargo Plus Aviation,United Arab Emirates,1092
Shenyang Taoxian International Airport,Shenyang,China,123.483,41.637,Jinan,Jinan,China,117.359,37.428,Cargo Plus Aviation,United Arab Emirates,703
Shijiazhuang Daguocun International Airport,Shijiazhuang,China,115.162,38.467,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,1811
Phoenix International,Sanya,China,109.687,18.504,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,1035
Liuting,Qingdao,China,120.624,36.443,Tianhe,Wuhan,China,114.346,31.306,Cargo Plus Aviation,United Arab Emirates,813
Tengchong Tuofeng Airport,Tengchong,China,98.805,25.564,Shuangliu,Chengdu,China,104.578,30.964,Cargo Plus Aviation,United Arab Emirates,824
Tengchong Tuofeng Airport,Tengchong,China,98.805,25.564,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,444
Jinan,Jinan,China,117.359,37.428,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,1867
Jinan,Jinan,China,117.359,37.428,Shenyang Taoxian International Airport,Shenyang,China,123.483,41.637,Cargo Plus Aviation,United Arab Emirates,703
Binhai,Tianjin,China,117.576,39.207,Shuangliu,Chengdu,China,104.578,30.964,Cargo Plus Aviation,United Arab Emirates,1493
Wusu,Taiyuan,China,113.047,38.244,Baita Airport,Huhhot,China,112.373,41.419,Cargo Plus Aviation,United Arab Emirates,357
Wusu,Taiyuan,China,113.047,38.244,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,1675
Diwopu,Urumqi,China,87.79,44.511,Lanzhou Airport,Lanzhou,China,104.028,36.195,Cargo Plus Aviation,United Arab Emirates,1653
Diwopu,Urumqi,China,87.79,44.511,Xianyang,Xi'an,China,109.252,34.745,Cargo Plus Aviation,United Arab Emirates,2125
Wenzhou Yongqiang Airport,Wenzhou,China,121.42,28.52,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,1825
Tianhe,Wuhan,China,114.346,31.306,Zhoushuizi,Dalian,China,121.897,39.609,Cargo Plus Aviation,United Arab Emirates,1147
Tianhe,Wuhan,China,114.346,31.306,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,1253
Tianhe,Wuhan,China,114.346,31.306,Lukou,Nanjing,China,119.436,32.236,Cargo Plus Aviation,United Arab Emirates,492
Tianhe,Wuhan,China,114.346,31.306,Liuting,Qingdao,China,120.624,36.443,Cargo Plus Aviation,United Arab Emirates,813
Xianyang,Xi'an,China,109.252,34.745,Wujiaba,Kunming,China,103.239,25.653,Cargo Plus Aviation,United Arab Emirates,1163
Xianyang,Xi'an,China,109.252,34.745,Diwopu,Urumqi,China,87.79,44.511,Cargo Plus Aviation,United Arab Emirates,2125
