"","cti","ActSubst.Name","unit","dosis","DateNew"
"426",21944,"GLYCYRRHIZAE (RADIX)","MG/G","76.42",""
"427",21944,"ICELAND MOSS","MG/G","76.42",""
"428",21944,"INULA HELENIUM","MG/G","23.57",""
"429",21944,"KNOTGRASS","MG/G","151.42",""
"430",21944,"PHASEOLI FRUCTUS SINE SEMINE","MG/G","157.14",""
"431",21944,"PLANTAGO MAJOR","MG/G","76.42",""
"432",21944,"PTEROCARPUS SANTALINUS VEL INDICUS (LIGNUM)","MG/G","19.28",""
"433",21953,"ACHILLEA MILLEFOLIUM (HERBA)","MG/G","124.61",""
"434",21953,"ARTEMISIA VULGARIS EXTR. SPISSUM","MG/G","32.30",""
"435",21953,"BIRCH TAR","MG/G","140.00",""
"436",21953,"BURSA-PASTORIS CAPSELLA","MG/G","36.15",""
"437",21953,"CHAMOMILE","MG/G","25.38",""
"438",21953,"CRATAEGUS OXYACANTHA","MG/G","109.23",""
"439",21953,"ERICA VULGARIS","MG/G","15.38",""
"440",21953,"HAMAMELIDIS (EXTRACTA, AQUA, TINCTURA)","MG/G","153.84",""
"441",21953,"MISTLETOE","MG/G","109.23",""
"442",21953,"RUTA GRAVEOLENS","MG/G","63.07",""
"443",21953,"SENNA (LEAF)","MG/G","124.61",""
"444",21953,"VALERIANAE OFFICINALIS (RADIX)","MG/G","40.76",""
"445",21962,"BIRCH TAR","MG/G","146.66",""
"446",21962,"FRANGULAE CORTICIS EXTRACTUM","MG/G","75.33",""
"447",21962,"GLYCYRRHIZAE (RADIX)","MG/G","75.33",""
"448",21962,"ILEX AQUIFOLIUM (HOUX-HULST)","MG/G","35.33",""
"449",21962,"JUGLANDIS REGIAE FOLIUM","MG/G","115.33",""
"450",21962,"PEPPERMINT LEAF","MG/G","76.66",""
"451",21962,"PHASEOLI FRUCTUS SINE SEMINE","MG/G","121.33",""
"452",21962,"PTEROCARPUS SANTALINUS VEL INDICUS (LIGNUM)","MG/G","44.66",""
"453",21962,"TARAXACUM (HERBA)","MG/G","155.33",""
"454",21962,"VIOLA (FLOS)(TRICOLOR, CANINA ET ODORATA)","MG/G","121.33",""
"455",21971,"BIRCH TAR","MG/G","215.71",""
"456",21971,"CRATAEGUS OXYACANTHA","MG/G","215.71",""
"457",21971,"GLYCYRRHIZAE (RADIX)","MG/G","23.57",""
"458",21971,"ILEX PARAGUARIENSIS (FOLIUM)(MATE)","MG/G","76.42",""
"459",21971,"MISTLETOE","MG/G","76.42",""
"460",21971,"MOTHERWORT- LEONURUS CARDIACA","MG/G","104.28",""
"461",21971,"ONONIS SPINOSA (BUGRANE)","MG/G","133.57",""
"462",21971,"PARSLEY SATIVUM","MG/G","44.28",""
"463",21971,"VALERIANAE OFFICINALIS (RADIX)","MG/G","76.42",""
"464",21987,"ALTHAEA FLOS ET RADIX","MG/G","361.53",""
"465",21987,"AURANTII FLOS","MG/G","50.76",""
"466",21987,"CHAMOMILE","MG/G","24.61",""
"467",21987,"ERICA VULGARIS","MG/G","53.84",""
"468",21987,"FOENICULI FRUCTUS ET AETHEROLEUM","MG/G","50.76",""
"469",21987,"GLYCYRRHIZAE (RADIX)","MG/G","153.84",""
"470",21987,"ILEX AQUIFOLIUM (HOUX-HULST)","MG/G","50.76",""
"471",21987,"LAVANDULA VERA (FLOS)","MG/G","24.61",""
"472",21987,"PEPPERMINT LEAF","MG/G","50.76",""
"473",21987,"TORMENYIL ANSERINA","MG/G","127.69",""
"474",21996,"ACHILLEA MILLEFOLIUM (HERBA)","MG/G","115.71",""
"475",21996,"BIRCH TAR","MG/G","201.42",""
"476",21996,"EQUISETUM ARVENSE","MG/G","101.42",""
"477",21996,"GLYCYRRHIZAE (RADIX)","MG/G","76.42",""
"478",21996,"PHASEOLI FRUCTUS SINE SEMINE","MG/G","118.57",""
"479",21996,"PTEROCARPUS SANTALINUS VEL INDICUS (LIGNUM)","MG/G","44.28",""
"480",21996,"SOLANUM DULCAMARA","MG/G","104.28",""
"481",21996,"SOLIDAGO","MG/G","118.57",""
"482",21996,"URTICA (ROOT)","MG/G","77.14",""
"483",22005,"ALTHAEA FLOS ET RADIX","MG/G","307.69",""
"484",22005,"EUCALYPTUS LEAF","MG/G","32.30",""
"485",22005,"GLYCYRRHIZAE (RADIX)","MG/G","109.23",""
"486",22005,"ILEX AQUIFOLIUM (HOUX-HULST)","MG/G","78.46",""
"487",22005,"INULA HELENIUM","MG/G","50.76",""
"488",22005,"IRIDIS RHIZOMA","MG/G","52.30",""
"489",22005,"PLANTAGO MAJOR","MG/G","127.69",""
"490",22005,"PRIMULA VERIS VEL OFFICINALE","MG/G","52.30",""
"491",22005,"THYMUS SERPYLLUM (HERBA, EXTR. FLUIDUM)","MG/G","153.84",""
"492",22014,"ERICA VULGARIS","MG/G","24.61",""
"493",22014,"FRAGARIA VESCA (FRAISIER)","MG/G","118.46",""
"494",22014,"FRAXINUS EXCELSIOR","MG/G","307.69",""
"495",22014,"ILEX AQUIFOLIUM (HOUX-HULST)","MG/G","35.38",""
"496",22014,"ILEX PARAGUARIENSIS (FOLIUM)(MATE)","MG/G","78.46",""
"497",22014,"LAVANDULA VERA (FLOS)","MG/G","15.38",""
"498",22014,"PEPPERMINT LEAF","MG/G","78.46",""
"499",22014,"RUBUS FRUTICOSUS","MG/G","115.38",""
"500",22014,"RUBUS IDAEUS (FRAMBOISIER)","MG/G","153.84",""
"501",22014,"SAGE (LEAF)","MG/G","40.00",""
"502",22023,"ALTHAEA FLOS ET RADIX","MG/G","232.30",""
"503",22023,"CHAMOMILE","MG/G","109.23",""
"504",22023,"EQUISETUM ARVENSE","MG/G","210.76",""
"505",22023,"EUCALYPTUS LEAF","MG/G","201.53",""
"506",22023,"PAPAVERIS FRUCTUS","MG/G","74.61",""
"507",22023,"SAGE (LEAF)","MG/G","140.00",""
"508",22032,"ACHILLEA MILLEFOLIUM (HERBA)","MG/G","158.57",""
"509",22032,"ACORUS CALAMUS","MG/G","76.42",""
"510",22032,"CARUM CARVI FRUCTUS","MG/G","87.14",""
"511",22032,"CHAMOMILE","MG/G","37.85",""
"512",22032,"CORIANDRUM SATIVUM (FRUCTUS)","MG/G","72.85",""
"513",22032,"ILEX AQUIFOLIUM (HOUX-HULST)","MG/G","76.42",""
"514",22032,"PEPPERMINT LEAF","MG/G","152.14",""
"515",22032,"TORMENYIL ANSERINA","MG/G","309.28",""
"516",22041,"ACHILLEA MILLEFOLIUM (HERBA)","MG/G","47.85",""
"517",22041,"BISTORTA POLYGONUM","MG/G","115.71",""
"518",22041,"EQUISETUM ARVENSE","MG/G","77.14",""
"519",22041,"ERICA VULGARIS","MG/G","44.28",""
"520",22041,"HYPERICUM PERFORATUM (MILLEPERTUIS)","MG/G","215.71",""
"521",22041,"PLANTAGO MAJOR","MG/G","30.00",""
"522",22041,"RHUS AROMARICAE","MG/G","40.00",""
"523",22041,"SOLIDAGO","MG/G","215.71",""
"524",22041,"TORMENYIL ANSERINA","MG/G","187.14",""
"525",22057,"BISTORTA POLYGONUM","MG/G","170.76",""
"526",22057,"CHAMOMILE","MG/G","40.76",""
"527",22057,"ICELAND MOSS","MG/G","78.46",""
"528",22057,"JUGLANDIS REGIAE FOLIUM","MG/G","78.46",""
"529",22057,"PEPPERMINT LEAF","MG/G","114.84",""
"530",22057,"QUERCUS ILES CORTEX","MG/G","63.07",""
"531",22057,"SAGE (LEAF)","MG/G","78.46",""
"532",22057,"TORMENTIL","MG/G","82.30",""
"533",22057,"TORMENYIL ANSERINA","MG/G","189.23",""
"534",22057,"VACCINIUM VITIS-IDOEA","MG/G","78.46",""
"535",22066,"ABSINTHIUM FLOS","MG/G","142.85",""
"536",22066,"CHAMOMILE","MG/G","33.57",""
"537",22066,"DELPHINIUM CONSOLIDA (PIED D'ALOUETTE)","MG/G","44.28",""
"538",22066,"FRANGULAE CORTICIS EXTRACTUM","MG/G","76.42",""
"539",22066,"GLYCYRRHIZAE (RADIX)","MG/G","80.71",""
"540",22066,"PEPPERMINT LEAF","MG/G","47.85",""
"541",22066,"SENNA (LEAF)","MG/G","152.14",""
"542",22066,"TANACETUM VULGARE (HERBA ET FLOS)","MG/G","304.28",""
"543",22066,"THYMUS SERPYLLUM (HERBA, EXTR. FLUIDUM)","MG/G","87.14",""
"544",22075,"ALTHAEA FLOS ET RADIX","MG/G","247.85",""
"545",22075,"CHONDRUS CRISPUS (CARRAGAHEEN)","MG/G","72.85",""
"546",22075,"EQUISETUM ARVENSE","MG/G","72.85",""
"547",22075,"FUCUS VESICULOSUS (EXTRACTA FLUIDUM ET SICCUM)","MG/G","190.71",""
"548",22075,"GLYCYRRHIZAE (RADIX)","MG/G","101.42",""
"549",22075,"ICELAND MOSS","MG/G","123.57",""
"550",22075,"QUERCUS ILES CORTEX","MG/G","30.00",""
"551",22075,"THEOBROMA","MG/G","130.00",""
"552",22084,"BIRCH TAR","MG/G","214.66",""
"553",22084,"EQUISETUM ARVENSE","MG/G","75.33",""
"554",22084,"GLYCYRRHIZAE (RADIX)","MG/G","28.00",""
"555",22084,"HERNIARIA GLABRA","MG/G","111.33",""
"556",22084,"ILEX PARAGUARIENSIS (FOLIUM)(MATE)","MG/G","41.33",""
"557",22084,"JUNIPER","MG/G","94.66",""
"558",22084,"MOTHERWORT- LEONURUS CARDIACA","MG/G","41.33",""
"559",22084,"ONONIS SPINOSA (BUGRANE)","MG/G","176.00",""
"560",22084,"PARSLEY SATIVUM","MG/G","94.66",""
"561",22084,"SPIRAEA ULMARIA (FLORES)","MG/G","95.33",""
"562",22145,"ABSINTHIUM FLOS","MG/G","66.60",""
"563",22145,"ACHILLEA MILLEFOLIUM (HERBA)","MG/G","178.00",""
"564",22145,"CHAMOMILE","MG/G","35.30",""
"565",22145,"ERICA VULGARIS","MG/G","44.60",""
"566",22145,"PARSLEY SATIVUM","MG/G","115.30",""
"567",22145,"PEPPERMINT LEAF","MG/G","58.00",""
"568",22145,"ROSMARINUM (FOLIUM,TINCTURA)","MG/G","186.66",""
"569",22145,"RUTA GRAVEOLENS","MG/G","88.66",""
"570",22145,"SENNA (LEAF)","MG/G","106.66",""
"571",22145,"TANACETUM VULGARE (HERBA ET FLOS)","MG/G","40.00",""
"572",22145,"VALERIANAE OFFICINALIS (RADIX)","MG/G","40.00",""
"573",22233,"LORAZEPAM","MG","2.50",""
"574",22242,"LORAZEPAM","MG","1.00",""
"575",22373,"PROPYLTHIOURACIL","MG","50.00",""
"576",22382,"ALUMIN OXYDUM PR EXPRESS QUANTITATIVE","MG/ML","47.50",""
"577",22382,"MAGNESIUM HYDROXIDE","MG/ML","19.50",""
"578",22382,"OXETACAINE","MG/ML","2.00",""
"579",22696,"ALGELDRATUM","MG","82.50",""
"580",22696,"MAGNESIUM CARBONATE","MG","35.00",""
"581",22696,"OXETACAINE","MG","5.00",""
"582",22705,"CHLORAMPHENICOL","MG/ML","2.50",""
"583",22775,"PARAFFIN  LIQUID","MG/G","782.30",""
"584",22924,"BISOXATIN ACETATE","MG","120.00",""
"585",23046,"CALCIUM CARBONATE","MG","460.00",""
"586",23046,"MAGNESIUM CARBONATE","MG","136.00",""
"587",23046,"MENTHAE AETHEROLEUM","MG","3.24",""
"588",23046,"SODIUM HYDROGEN CARBONATE (= SODIUM BICARBONATE)","MG","64.00",""
"589",23983,"COBALTI GLUCONAS","MG","0.28",""
"590",23983,"NICCOLI GLUCONAS","MG","0.28",""
"591",23983,"ZINC GLUCONATE","MG","0.23",""
"592",23992,"COBALTI GLUCONAS","MG","0.28",""
"593",23992,"NICCOLI GLUCONAS","MG","0.28",""
"594",24001,"ZINC GLUCONATE","MG","0.23",""
"595",24017,"BELLADONAE PULVIS","MG","15.00",""
"596",24017,"PAPAVERINE HYDROCHLORIDE","MG","15.00",""
"597",24017,"PHENOBARBITAL","MG","25.00",""
"598",24026,"GLUCONAS CU","MG","0.26",""
"599",24026,"ZINC GLUCONATE","MG","0.23",""
"600",24062,"TOSYLCHLORAMIDE SODIUM","MG","250.00",""
"601",24087,"TOSYLCHLORAMIDE SODIUM","MG/G","15.00",""
"602",24376,"BALLOTA TINCTURA","ML/ML","0.33",""
"603",24376,"CRATAEGUS OXYACANTHA","ML/ML","0.33",""
"604",24376,"PASSIFLORA INCARNATA","ML/ML","0.33",""
"605",24385,"ACETAS AMMONII","MG/ML","1.00",""
"606",24385,"THYMUS SERPYLLUM (HERBA, EXTR. FLUIDUM)","MG/ML","92.00",""
"607",24385,"THYMUS VULGARIS (EXTRACT.,FLUIDUM)","MG/ML","92.00",""
"608",24482,"KAOLIN","MG/G","20.80",""
"609",24482,"TITANIUM DIOXIDE","MG/G","66.00",""
"610",24482,"ZINC OXYDE","MG/G","9.00",""
"611",24622,"ADRENALINE (= EPINEPHRINE)","MCG/ML","12.50",""
"612",24622,"LIDOCAINE HYDROCHLORIDE","MG/ML","20.00",""
"613",24631,"LIDOCAINE HYDROCHLORIDE","MG/ML","20.00",""
"614",24631,"NOREPINEPHRIN (= NORADRENALINE)","MG","0.02",""
"615",24631,"VASOPRESSIN","UI/ML","0.25",""
"616",24692,"KALII GLUCONAS","MG","0.12",""
"617",24701,"SODIUM (DI) PHOSPATE","MG","0.07",""
"618",24726,"SODIUM FLUORIDE","MG","0.02",""
"619",24997,"IODINE","MCG","12.00",""
"620",25566,"ISOSORBIDE DINITRATE","MG","5.00",""
"621",26975,"FERROUS FUMARATE","MG","200.00",""
"622",26975,"FOLIC ACID","MG","0.50",""
"623",27657,"CHLORPHENAMINE MALEATE","MG","4.00",""
"624",27806,"THIAMPHENICOL","MG","250.00",""
"625",27824,"THIAMPHENICOLI AMINOACETAS HCL","MG/ML","126.60",""
"626",27885,"ACETYLCYSTEINE","MG","600.00",""
"627",27894,"ACETYLCYSTEINE","MG","300.00",""
"628",27912,"THIAMPHENICOLI AMINOACETATIS ACETYLCYSTEINAS","MG","400.00",""
"629",27921,"THIAMPHENICOLI AMINOACETAS HCL","MG","946.00",""
"630",27973,"FLUDROCORTISONE ACETATE","MG/ML","1.00",""
"631",27973,"LIDOCAINE HYDROCHLORIDE","MG/ML","40.00",""
"632",27973,"NEOMYCINUM PR EXPRESS QUANTITATIVE","MG/ML","7.50",""
"633",27973,"POLYMYXIN B SULFATE","UI/ML","10000.00",""
"634",28436,"SODIUM PICOSULFATE","MG","5.00",""
"635",28567,"ANETHOLTRITHIONUM","MG","25.00",""
"636",28752,"BORIC ACID","MG/G","100.00",""
"637",28971,"CHLORAZEPATE DIPOTASSIUM","MG","10.00",""
"638",28987,"CHLORAZEPATE DIPOTASSIUM","MG","5.00",""
"639",29522,"TILIA CORTEX NEBULISAT","MG","250.00",""
"640",30003,"ALTHAEA FLOS ET RADIX","MG/G","5.00",""
"641",30003,"BORAS NATRII","MG/G","2.50",""
"642",30003,"CHLORAL HYDRATE","MG/G","10.00",""
"643",30003,"PAPAVERIS FRUCTUS","MG/G","5.00",""
"644",30003,"PHENOL","MG/G","1.25",""
"645",30003,"SODIUM FLUORIDE","MG/G","0.07",""
"646",30152,"ALTHAEA FLOS ET RADIX","MG/G","5.00",""
"647",30152,"BORAS NATRII","MG/G","2.50",""
"648",30152,"CHLORAL HYDRATE","MG/G","10.00",""
"649",30152,"PAPAVERIS FRUCTUS","MG/G","5.00",""
"650",30152,"PHENOL","MG/G","1.25",""
"651",30152,"SODIUM FLUORIDE","MG/G","0.07",""
"652",30152,"SULFANILAMIDI CAMSILAS","MG/G","5.00",""
"653",30694,"FRAMYCETINUM BASE PR EXPRESS. QUANTITATIVE","MG/ML","8.80",""
"654",30703,"FRAMYCETINUM BASE PR EXPRESS. QUANTITATIVE","MG/ML","8.80",""
"655",30703,"NAPHAZOLINE NITRATE","MG/ML","0.50",""
"656",30755,"HYDROCORTISONE","MG","20.00",""
"657",30956,"FRAMYCETINUM BASE PR EXPRESS. QUANTITATIVE","MG/G","8.80",""
"658",30956,"NAPHAZOLINE NITRATE","MG/G","0.50",""
"659",30956,"PREDNISOLONE ACETATE","MG/G","2.50",""
"660",31561,"ETHYLMORPHINE HYDROCHLORIDE","MG","5.00",""
"661",31823,"OXYTOCIN","UI/ML","10.00",""
"662",31936,"PINDOLOL","MG","5.00",""
"663",31954,"CALCII GLUCONOLACTAS","MG","2940.00",""
"664",31954,"CALCIUM CARBONATE","MG","300.00",""
"665",32006,"METHYLERGOMETRINE MALEATE","MG","0.20",""
"666",32024,"PIZOTIFEN HYDROGENOMALS","MG","0.73",""
"667",32033,"DIHYDROERGOTAMINE MESILATE","MG","2.50",""
"668",32094,"DIHYDROERGOTOXINE MESILATE","MG/ML","1.00",""
"669",32191,"DIHYDROERGOTAMINE MESILATE","MG","1.00",""
"670",32383,"CAFFEINE","MG","100.00",""
"671",32383,"ERGOTAMINE TARTRATE","MG","1.00",""
"672",32636,"CLOTIAPINE","MG","40.00",""
"673",32891,"BETAMETHASONE ACETATE","MG/ML","3.00",""
"674",32891,"BETAMETHASONE SODIUM PHOSPHATE","MG/ML","3.00",""
"675",33004,"GLYCOPYRRONIUM BROMIDE","MG","0.20",""
"676",33205,"ASCORBIC ACID","MG","1000.00",""
"677",33223,"ALTIZIDE","MG","15.00",""
"678",33223,"SPIRONOLACTONE","MG","25.00",""
"679",33336,"BETAMETHASONE DIPROPIONATE","MG/G","0.64",""
"680",33354,"BETAMETHASONE DIPROPIONATE","MG/G","0.64",""
"681",33424,"CODEINE PHOSPHATE HEMIHYDRATE","MG/ML","2.00",""
"682",33442,"BETAMETHASONE","MG/ML","0.50",""
"683",33476,"SPIRONOLACTONE","MG","25.00",""
"684",33494,"BETAMETHASONE SODIUM PHOSPHATE","MG","5.30",""
"685",33607,"BETAMETHASONE","MG","0.50",""
"686",33625,"DEXCHLORPHENIRAMINE MALEATE","MG","6.00",""
"687",33652,"DEXCHLORPHENIRAMINE MALEATE","MG/ML","0.40",""
"688",34212,"CINCHOCAINE HYDROCHLORIDE","MG/G","10.00",""
"689",34212,"DIPHENHYDRAMINE HYDROCHLORIDE","MG/G","20.00",""
"690",34212,"NICOTINAMIDE","MG/G","20.00",""
"691",35944,"MEPIVACAINE HYDROCHLORIDE","MG","54.00",""
"692",35987,"ADRENALINE (= EPINEPHRINE)","MCG","18.00",""
"693",35987,"MEPIVACAINE HYDROCHLORIDE","MG","36.00",""
"694",36005,"CETRIMIDE","MG/G","1.50",""
"695",36005,"CRYOFLUORANE","","Q.S.",""
"696",36005,"DIFLUORODICHLOROMETHANUM","","Q.S.",""
"697",36005,"LIDOCAINE","MG/G","150.00",""
"698",36127,"LIDOCAINE HYDROCHLORIDE","MG/ML","30.00",""
"699",36127,"NOREPINEPHRINE BITARTRATE (= NORADRENALINE ACID TARTRATE)","MG/ML","0.08",""
"700",36617,"CARBOCISTEINE","MG/ML","20.00",""
"701",36811,"CARBOCISTEINE","MG/ML","50.00",""
"702",36836,"SULPIRIDE","MG/ML","5.00",""
"703",36845,"METOCLOPRAMIDE HYDROCHLORIDE","MG","10.00",""
"704",36845,"METOCLOPRAMIDE HYDROCHLORIDE","MG","10.00","07/02/10 00:00:00"
"705",36872,"METOCLOPRAMIDE HYDROCHLORIDE","MG/ML","1.00",""
"706",36872,"METOCLOPRAMIDE HYDROCHLORIDE","MG/ML","1.00","07/02/10 00:00:00"
"707",36897,"ALGELDRATUM","MG","500.00",""
"708",36897,"DIMETICONE","MG","250.00",""
"709",36906,"METOCLOPRAMIDE HYDROCHLORIDE","MG","10.00",""
"710",36906,"METOCLOPRAMIDE HYDROCHLORIDE","MG","10.00","07/02/10 00:00:00"
"711",36951,"METOCLOPRAMIDE","MG","10.00",""
"712",37003,"METOCLOPRAMIDE","MG","20.00",""
"713",37107,"SULPIRIDE","MG","50.00",""
"714",37186,"SULPIRIDE","MG","200.00",""
"715",37301,"SULPIRIDE","MG","100.00",""
"716",38001,"POLYVINYL ALCOHOL","MG/ML","14.00",""
"717",38114,"NEOMYCIN (SULFATE)","MG/ML","5.00",""
"718",38114,"POLYMYXIN B SULFATE","UI/ML","5000.00",""
"719",38114,"PREDNISOLONE ACETATE","MG/ML","5.00",""
"720",38647,"DISULFIRAM","MG","400.00",""
"721",38692,"PILOCARPINE HYDROCHLORIDE","MG/ML","10.00",""
"722",38717,"PILOCARPINE HYDROCHLORIDE","MG/ML","20.00",""
"723",38735,"PILOCARPINE HYDROCHLORIDE","MG/ML","40.00",""
"724",38744,"TOSYLCHLORAMIDE SODIUM","MG","250.00",""
"725",38762,"SULFACETAMIDE SODIUM","MG/ML","150.00",""
"726",38787,"PREDNISOLONE ACETATE","MG/ML","2.50",""
"727",38787,"SULFACETAMIDE SODIUM","MG/ML","100.00",""
"728",38857,"DEXAMETHASONE","MG/ML","1.00",""
"729",38884,"PHENYLEPHRINE HYDROCHLORIDE","MG/ML","1.20",""
"730",38884,"ZINC SULFATE (HEPTAHYDRATE)","MG/ML","2.50",""
"731",38893,"ATROPINE SULFATE","MG/ML","5.00",""
"732",38902,"ATROPINE SULFATE","MG/ML","10.00",""
"733",38911,"DEXAMETHASONE","MG/ML","1.00",""
"734",38911,"NEOMYCIN (SULFATE)","MG/ML","3.50",""
"735",38911,"POLYMYXIN B SULFATE","UI/ML","6000.00",""
"736",38945,"CHLORPHENAMINE MALEATE","MG/ML","0.40",""
"737",38945,"PHENYLEPHRINE HYDROCHLORIDE","MG/ML","1.00",""
"738",38963,"CHLORPHENAMINE MALEATE","MG","4.00",""
"739",38963,"PHENYLEPHRINE HYDROCHLORIDE","MG","10.00",""
"740",39225,"EUCALYPTOL","MG/G","16.00",""
"741",39225,"MENTHOL","MG/G","99.00",""
"742",39277,"DIMENHYDRINATE","MG","80.00",""
"743",39295,"DIMENHYDRINATE","MG","120.00",""
"744",39322,"ALBICHTHYOL AMMON. SULFOBITUMINOS. DECOLORATUM","MG/G","6.00",""
"745",39541,"CHLORCYCLIZINE HYDROCHLORIDE","MG","25.00",""
"746",39566,"BARIUM SULFATE","MG/G","700.00",""
"747",39627,"BARIUM SULFATE","MG/ML","1000.00",""
"748",39846,"BENZOATE SODIUM","MG/ML","10.00",""
"749",39846,"DOXYLAMINE SUCCINATE","MG/ML","1.00",""
"750",39846,"PHOLCODINE","MG/ML","1.00",""
"751",39846,"SULFOGAIACOL","MG/ML","9.50",""
"752",40381,"NICLOSAMIDE","MG","500.00",""
"753",40844,"ACETYLSALICYLIC ACID","MG","400.00",""
"754",40844,"ASCORBIC ACID","MG","240.00",""
"755",41307,"ACETYLSALICYLIC ACID","MG","500.00",""
"756",42077,"BICARBONATE","MG/G","46.00",""
"757",42077,"CITRIC ACID","MG/G","14.80",""
"758",42077,"SODIUM CITRATE","MG/G","39.00",""
"759",42201,"ACETYLSALICYLAS LYSINI","MG","900.00",""
"760",42287,"ACETYLSALICYLAS LYSINI","MG","900.00",""
"761",42357,"ECOTHIOPATE IODITE","MG/ML","60.00",""
"762",43014,"BELLADONAE EXTRACTUM","MG/G","1.64",""
"763",43014,"CHLOROFORM","MG/G","9.00",""
"764",43014,"GUAIACOL","MG/G","18.30",""
"765",43014,"MENTHOL","MG/G","4.70",""
"766",43014,"METHYL SALICYLATE","MG/G","50.00",""
"767",43181,"PENTAZOCINE HYDROCHLORIDE","MG","56.40",""
"768",43251,"PENTAZOCINE","MG","30.00",""
"769",43416,"HYDROXYCHLOROQUINE SULFATE","MG","200.00",""
"770",43434,"PARACETAMOL","MG","500.00",""
"771",43513,"BENZOCAINE","MG","20.00",""
"772",43513,"NICOTINAS ETHYLIS","MG","20.00",""
"773",43513,"NICOTINAS HEXYLIS","MG","20.00",""
"774",43513,"TETRAHYDROFURFURYLII SALICYLAS","MG","140.00",""
"775",43626,"ECOTHIOPATE IODITE","MG/ML","2.50",""
"776",43635,"NOREPINEPHRINE BITARTRATE (= NORADRENALINE ACID TARTRATE)","MG","8.00",""
"777",43705,"PENTAZOCINE LACTATE","MG","65.78",""
"778",43827,"POLYSTYRENUM SULFONAS CA","MG/G","999.90",""
"779",43976,"ISOPRENALINE HYDROCHLORIDE","MG","0.20",""
"780",43994,"POLYSTYRENE SULFONATE SODIUM","MG/G","999.90",""
"781",44055,"ESCINUM","MG","20.00",""
"782",44432,"COD-LIVER OIL","MG/G","200.00",""
"783",44432,"METHYL SALICYLATE","MCG/G","800.00",""
"784",44432,"ZINC OXYDE","MG/G","270.00",""
"785",44511,"CLOMIFENE CITRATE","MG","50.00",""
"786",44572,"PHENAZOPYRIDINE HYDROCHLORIDE","MG","100.00",""
"787",45087,"HYDROXYZINE HYDROCHLORIDE","MG","10.00",""
"788",45096,"HYDROXYZINE HYDROCHLORIDE","MG","25.00",""
"789",45105,"HYDROXYZINE HYDROCHLORIDE","MG","100.00",""
"790",45857,"BUCLIZINE HYDROCHLORIDE","MG","25.00",""
"791",45875,"BUCLIZINE HYDROCHLORIDE","MG/ML","1.00",""
"792",46444,"MECLOZINE HYDROCHLORIDE","MG","25.00",""
"793",46837,"NICOTINAMIDE","MG","100.00",""
"794",47153,"MEPIVACAINE HYDROCHLORIDE","MG","5.00",""
"795",47153,"NICOTINAMIDE","MG","40.00",""
"796",47153,"POLYESTRADIOL PHOSPHATE","MG","80.00",""
"797",47467,"ALUMINIUM OXIDE","MG","200.00",""
"798",47467,"MAGNESIUM HYDROXIDE","MG","400.00",""
"799",47476,"ALUMINIUM OXIDE","MG/ML","22.00",""
"800",47476,"MAGNESIUM HYDROXIDE","MG/ML","38.00",""
"801",47503,"PIRACETAM","MG","1000.00",""
"802",47607,"HEPARINE (PR EXPRESSION QUANTITATIVE)","UI/G","250.00",""
"803",47677,"CORTICO-SURRENAL EXTRAIT","MG/G","10.00",""
"804",47677,"MUCOPOLYSACCHARIDE POLYESTER SULFURIQUE","MG/G","2.00",""
"805",47677,"SALICYLIC ACID","MG/G","20.00",""
"806",47756,"LAUROMACROGOL 400","MG","20.00",""
"807",47756,"SODIUM OLEATE","MG","200.00",""
"808",47774,"LAUROMACROGOL 400","MG/G","50.00",""
"809",47774,"SODIUM OLEATE","MG/G","100.00",""
"810",47783,"ASCORBIC ACID","MG","500.00",""
"811",47844,"CAMPHORA SYNTHETICA","MG/G","4.40",""
"812",47844,"CAPSICI OLEORESINA","MG/G","15.20",""
"813",47844,"GLYCOL SALICYLATE","MG/G","8.80",""
"814",47844,"MENTHOL","MG/G","55.00",""
"815",47844,"METHYL SALICYLATE","MG/G","26.40",""
"816",47844,"SALICYLAS ETHYLIS","MG/G","17.60",""
"817",47844,"SALICYLIC ACID","MG/G","8.80",""
"818",47871,"LIDOCAINE HYDROCHLORIDE","MG/G","50.00",""
"819",47871,"TRIAMCINOLONE ACETONIDE","MG/G","0.25",""
"820",47914,"LIDOCAINE HYDROCHLORIDE","MG","50.00",""
"821",47914,"TRIAMCINOLONE ACETONIDE","MG","0.50",""
"822",47993,"TRIAMCINOLONE ACETONIDE","MG","40.00",""
"823",48273,"TRIAMCINOLONE ACETONIDE","MG/ML","10.00",""
"824",48316,"VALPROATE SODIUM","MG/ML","300.00",""
"825",48377,"GRAMICIDIN","MG/G","0.25",""
"826",48377,"NEOMYCINUM PR EXPRESS QUANTITATIVE","MG/G","2.50",""
"827",48377,"NYSTATIN","UI/G","100000.00",""
"828",48377,"TRIAMCINOLONE ACETONIDE","MG/G","1.00",""
"829",48465,"AMITRIPTYLINE HYDROCHLORIDE","MG","25.00",""
"830",48693,"OXETORONUM","MG","60.00",""
"831",48736,"AMITRIPTYLINE HYDROCHLORIDE","MG","10.00",""
"832",48824,"CLOROFENUM","MG/ML","8.00",""
"833",48824,"LAURYLSULFAS TRIOLAMINI","MG/ML","26.70",""
"834",48851,"HYDROXYCARBAMIDE","MG","500.00",""
"835",48885,"AMIODARONE HYDROCHLORIDE","MG","200.00",""
"836",48921,"NYSTATIN","UI/ML","100000.00",""
